epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
124,5989.93,0.32026,0.38972,0.11174,0.00111,0.09782,0.99638,0.99762,0.99456,0.97007,0.99638,0.99762,0.99456,0.93852,0.26367,0.38128,0.08687,0.00156,0,0.0003764,0.0003764,0.0003764
125,6037.48,0.31277,0.37913,0.10939,0.0011,0.09979,0.99762,0.99733,0.99443,0.96822,0.99762,0.99733,0.99443,0.93505,0.26411,0.38093,0.08644,0.00157,0,0.0003632,0.0003632,0.0003632
126,6083.63,0.30864,0.37514,0.10075,0.0011,0.09846,0.9987,0.99881,0.9944,0.96807,0.9987,0.99881,0.9944,0.93639,0.26853,0.38058,0.08514,0.0016,0,0.00035,0.00035,0.00035
127,6132.45,0.32153,0.37675,0.10779,0.00109,0.10184,0.99829,0.99642,0.99418,0.96795,0.99829,0.99642,0.99418,0.93457,0.26607,0.3803,0.08749,0.00158,0,0.0003368,0.0003368,0.0003368
128,6182.85,0.30787,0.37091,0.10204,0.00105,0.10088,0.99881,0.99852,0.99415,0.96862,0.99881,0.99852,0.99415,0.93778,0.27031,0.37932,0.0892,0.00161,0,0.0003236,0.0003236,0.0003236
129,6232.95,0.3324,0.3935,0.11003,0.0012,0.09667,0.99833,1,0.99426,0.96804,0.99833,1,0.99426,0.93482,0.27056,0.38057,0.08535,0.00162,0,0.0003104,0.0003104,0.0003104
130,6279.74,0.31797,0.38167,0.10426,0.00105,0.10729,0.99881,0.9999,0.99442,0.96852,0.99881,0.9999,0.99442,0.93848,0.26721,0.38036,0.08415,0.00159,0,0.0002972,0.0002972,0.0002972
131,6319.72,0.31686,0.37842,0.10643,0.00112,0.10315,0.99643,0.99835,0.99444,0.96919,0.99643,0.99835,0.99444,0.93677,0.2696,0.38016,0.08918,0.00161,0,0.000284,0.000284,0.000284
132,6361.47,0.30672,0.37701,0.10351,0.00109,0.10028,0.99568,1,0.99431,0.97041,0.99568,1,0.99431,0.93814,0.26417,0.37901,0.08611,0.00157,0,0.0002708,0.0002708,0.0002708
133,6402.56,0.30621,0.37154,0.09853,0.00108,0.0955,0.99762,0.99957,0.99424,0.97158,0.99762,0.99957,0.99424,0.93803,0.26541,0.38178,0.08559,0.00158,0,0.0002576,0.0002576,0.0002576
134,6442.55,0.31241,0.37197,0.10296,0.00105,0.09689,0.99881,0.99976,0.99423,0.96889,0.99881,0.99976,0.99423,0.93534,0.26822,0.3804,0.08588,0.0016,0,0.0002444,0.0002444,0.0002444
135,6478.67,0.31989,0.37574,0.10552,0.00106,0.09931,0.99869,1,0.99423,0.97263,0.99869,1,0.99423,0.93784,0.26356,0.37826,0.08281,0.00157,0,0.0002312,0.0002312,0.0002312
136,6518.12,0.30699,0.37684,0.10138,0.00106,0.09745,0.99615,1,0.99441,0.97116,0.99615,1,0.99441,0.93878,0.26522,0.37882,0.08619,0.00157,0,0.000218,0.000218,0.000218
137,6558.23,0.31421,0.38121,0.10306,0.00112,0.09446,0.99633,1,0.9945,0.96892,0.99633,1,0.9945,0.93816,0.26856,0.37753,0.08792,0.00161,0,0.0002048,0.0002048,0.0002048
138,6597.81,0.30172,0.37077,0.10039,0.00105,0.10247,0.99866,0.99881,0.9945,0.96926,0.99866,0.99881,0.9945,0.93563,0.27042,0.37915,0.08553,0.00163,0,0.0001916,0.0001916,0.0001916
139,6634.24,0.30895,0.37775,0.1053,0.00107,0.09967,0.99881,0.99989,0.99452,0.97225,0.99881,0.99989,0.99452,0.93851,0.26397,0.37899,0.08306,0.00158,0,0.0001784,0.0001784,0.0001784
140,6660.85,0.3021,0.3725,0.10236,0.00109,0.1046,0.99749,1,0.99455,0.97097,0.99749,1,0.99455,0.93775,0.26059,0.37969,0.0831,0.00155,0,0.0001652,0.0001652,0.0001652
141,6688.97,0.26482,0.36052,0.08722,0.00119,0.09981,0.99599,1,0.99459,0.96937,0.99599,1,0.99459,0.93611,0.27207,0.38032,0.08715,0.00163,0,0.000152,0.000152,0.000152
142,6715.87,0.26488,0.34968,0.08566,0.00118,0.09585,0.99644,0.99974,0.99458,0.96868,0.99644,0.99974,0.99458,0.93643,0.26925,0.37813,0.08605,0.00161,0,0.0001388,0.0001388,0.0001388
143,6742.43,0.27146,0.36094,0.08456,0.00121,0.09522,0.99762,0.99996,0.99459,0.96914,0.99762,0.99996,0.99459,0.93723,0.26497,0.37828,0.08397,0.00158,0,0.0001256,0.0001256,0.0001256
144,6769.1,0.26962,0.3592,0.08385,0.00119,0.09242,0.99762,0.99988,0.99458,0.9707,0.99762,0.99988,0.99458,0.93942,0.26248,0.38019,0.08453,0.00156,0,0.0001124,0.0001124,0.0001124
145,6795.7,0.26093,0.35267,0.08399,0.00118,0.09814,0.99866,1,0.99457,0.9698,0.99866,1,0.99457,0.93767,0.26519,0.37939,0.08405,0.00157,0,9.92e-05,9.92e-05,9.92e-05
146,6822.33,0.2758,0.37268,0.09247,0.00124,0.10117,0.99881,0.99754,0.99458,0.96909,0.99881,0.99754,0.99458,0.93812,0.26323,0.37882,0.08522,0.00157,0,8.6e-05,8.6e-05,8.6e-05
147,6849.2,0.26829,0.36047,0.08803,0.00116,0.09635,0.99881,0.99969,0.99461,0.9709,0.99881,0.99969,0.99461,0.93635,0.26497,0.37931,0.08438,0.00157,0,7.28e-05,7.28e-05,7.28e-05
148,6876.16,0.26398,0.35234,0.08107,0.00116,0.09564,0.9982,0.99881,0.99459,0.96923,0.9982,0.99881,0.99459,0.9371,0.26288,0.37898,0.0845,0.00157,0,5.96e-05,5.96e-05,5.96e-05
149,6902.77,0.26241,0.35918,0.08515,0.00117,0.09787,0.99881,0.99983,0.9946,0.97117,0.99881,0.99983,0.9946,0.93752,0.26417,0.37866,0.08414,0.00157,0,4.64e-05,4.64e-05,4.64e-05
150,6929.63,0.25505,0.35318,0.07968,0.00114,0.09671,0.99749,1,0.99459,0.97034,0.99749,1,0.99459,0.93719,0.26238,0.37877,0.08451,0.00156,0,3.32e-05,3.32e-05,3.32e-05
